---
season: 2021-22
division: d1
gender: men
description: schedule/scoreboard from team websites
updated: 2022-01-21
past: 225 (6%)
today: 52 (1%)
future: 2695 (76%)
completed: 177 (64%)
postponed: 35 (13%)
cancelled: 21 (8%)
rescheduled: 1 (0%)
unreported: 43 (16%)
total: 3528
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	dateGMT	tournament	timeZone	timeDisplay	location	facility	tv	radio	links
RIDER	 10344	2021-10-09	11:00am	M	  	RIDER	at	  	LAF  	L	1-6	 	 	d1     		2021-10-09T15:00Z		   	11:00 AM	Easton, PA				[Recap](/news/2021/10/9/mens-tennis-falls-at-lafayette-6-1.aspx)
 SIEN	 16171	2021-10-10	11:00am	M	  	SIEN 	at	  	HC   	W	4-3	 	 	d1     		2021-10-10T15:00Z		   	11 AM	Worcester, MA				[Box Score](/sports/mens-tennis/stats/2021-22/holy-cross/boxscore/16171) [Recap](/news/2021/10/10/mens-tennis-mens-tennis-topples-holy-cross.aspx)
   HC	  9531	2021-10-10	11:00am	M	  	SIEN 	at	  	HC   	W	4-3	 	 	d1     		2021-10-10T15:00Z		   	11:00 AM	Worcester, MA	[Sinnott Family Tennis Facility](/facilities/?id=13)			[Recap](/news/2021/10/10/mens-tennis-mens-tennis-drops-close-match-to-siena.aspx) [Final Results](/documents/2021/10/10/HCMT06.pdf)
  WAG	 11180	2021-10-10	5:00pm 	M	  	NJCU 	vs	  	WAG  	L	4-5	N	 	d3/d1  		2021-10-10T21:00Z		   	5:00 PM	Staten Island, NY	CSI Tennis Courts			[Box Score](/sports/mens-tennis/stats/2021-2022/new-jersey-city-university/boxscore/11180) [Recap](/news/2021/10/11/mens-tennis-concludes-fall-slate-with-5-4-victory-over-new-jersey-city-university.aspx)
  WAG	 11424	2021-10-23	12:00pm	M	  	RIDER	at	  	WAG  	W	4-3	 	 	d1     		2021-10-23T16:00Z		   	12:00 PM					[Box Score](https://gobroncs.com/sports/mens-tennis/stats/2021-22/wagner-college/boxscore/10372)
 FAIR	 12187	2021-10-23	12:00pm	M	  	SHU  	at	  	FAIR 	L	2-5	 	 	d1     		2021-10-23T16:00Z		   	12:00 PM	Fairfield, CT	[WAC Tennis Courts](/facilities/?id=14)			[Box Score](/sports/mens-tennis/stats/2021-22/sacred-heart/boxscore/12187) [Recap](/news/2021/10/23/mens-tennis-stags-stop-sacred-heart-5-2-in-first-dual-of-the-season.aspx)
RIDER	 10372	2021-10-23	12:00pm	M	  	WAG  	at	  	RIDER	L	3-4	 	 	d1     		2021-10-23T16:00Z		   	12:00 PM	Lawrenceville, NJ				[Box Score](/sports/mens-tennis/stats/2021-22/wagner-college/boxscore/10372) [Recap](/news/2021/10/23/mens-tennis-edges-wagner-4-3.aspx)
 WAKE	 12510	2022-01-09	12:00pm	M	  	TNTC 	at	10	WAKE 	L	0-7	 	 	d1     		2022-01-09T17:00Z		   	12 P.M.	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			[Box Score](/sports/mens-tennis/stats/2021-22/tennessee-tech/boxscore/12510) [Recap](/news/2022/1/9/mens-tennis-wake-forest-sweeps-opening-day.aspx) [PDF Box Score](/documents/2022/1/9/WF01.pdf)
 WAKE	 12511	2022-01-09	4:00pm 	M	  	TNTC 	at	10	WAKE 	L	0-4	 	 	d1     		2022-01-09T21:00Z		   	4 P.M.	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			[Box Score](/sports/mens-tennis/stats/2021-22/tennessee-tech/boxscore/12511) [Recap](/news/2022/1/9/mens-tennis-wake-forest-sweeps-opening-day.aspx) [PDF Box Score](/documents/2022/1/9/WF02.pdf)
 TENN	 19426	2022-01-12	10:00am	M	  	ETSU 	at	 4	TENN 	L	0-7	 	 	d1     		2022-01-12T15:00Z		   	10 AM	Knoxville, TN	[Goodfriend Tennis Center](/facilities/?id=20)			[Box Score](/sports/mens-tennis/stats/2021-22/etsu/boxscore/19426) [Recap](/news/2022/1/12/mens-tennis-4-vols-sweep-etsu-twice-in-dominant-start-to-dual-season.aspx) [PDF Box Score](/documents/2022/1/12/UT011222.pdf) [Gallery](/galleries?gallery=10158)
 TENN	 21269	2022-01-12	3:00pm 	M	  	ETSU 	at	 4	TENN 	L	0-4	 	 	d1     		2022-01-12T20:00Z		   	3 PM	Knoxville, TN	[Goodfriend Tennis Center](/facilities/?id=20)			[Box Score](/sports/mens-tennis/stats/2021-22/etsu/boxscore/21269) [Recap](/news/2022/1/12/mens-tennis-4-vols-sweep-etsu-twice-in-dominant-start-to-dual-season.aspx) [PDF Box Score](/documents/2022/1/12/UT022022.pdf)
  TCU	 17568	2022-01-12	7:00pm 	M	  	UTRGV	at	 5	TCU  	L	1-6	 	 	d1     		2022-01-13T00:00Z		   	6 PM	Fort Worth, TX				[Recap](/news/2022/1/12/mens-tennis-tcu-victorious-to-begin-2022.aspx)
 STAN	 36899	2022-01-12	5:00pm 	M	  	SF   	at	16	STAN 	P	   	 	 	d1     		2022-01-12T22:00Z		PT 	2:00 PM PT	Stanford, CA				
   SF	  7120	2022-01-12	5:00pm 	M	  	SF   	at	16	STAN 	P	   	 	 	d1     		2022-01-12T22:00Z		   	2:00 p.m.	Stanford, CA				
 UCLA	 30733	2022-01-12	4:00pm 	M	  	GCU  	at	25	UCLA 	P	   	 	 	d1     		2022-01-12T21:00Z		PT 	1:00 PM PT	Los Angeles, CA				
OMAHA	 17473	2022-01-12	TBA    	M	  	OMAHA	at	  	ARK  	P	   	 	 	d1     		                 		   		Fayetteville, AR				
OMAHA	 17474	2022-01-12	TBA    	M	  	OMAHA	at	  	ARK  	P	   	 	 	d1     		                 		   		Fayetteville, AR				
ABCHR	  8389	2022-01-13	       	M	  	ABCHR	at	  	TTU  	L	1-6	 	 	d1     		                 		   		Lubbock, TX				[Box Score](/sports/mens-tennis/stats/2021-22/texas-tech/boxscore/8389) [Recap](/news/2022/1/13/mens-tennis-morozov-stewart-chhabra-highlight-season-opener-in-lubbock.aspx)
  TTU	 18605	2022-01-13	11:00am	M	  	ABCHR	at	  	TTU  	L	1-6	 	 	d1     		2022-01-13T16:00Z		   	10 a.m.	Lubbock, TX	[McLeod Tennis Center](/facilities/?id=10)			[Recap](/news/2022/1/13/mens-tennis-cruises-to-opening-day-sweep-over-acu-utrgv.aspx)
  SMU	 12444	2022-01-13	11:00am	M	  	PVA&M	at	  	SMU  	L	0-7	 	 	d1     		2022-01-13T16:00Z		   	10 a.m.	Dallas, TX	[Styslinger / Altec Tennis Complex](/facilities/?id=20)			[Recap](/news/2022/1/13/mens-tennis-young-mustangs-impress-in-season-opening-doubleheader-sweep-versus-prairie-view.aspx)
PVA&M	  6505	2022-01-13	11:00am	M	  	SMU  	at	  	PVA&M	W	7-0	 	 	d1     		2022-01-13T16:00Z		   	10AM	Dallas, TX				
  SMU	 12445	2022-01-13	3:00pm 	M	  	PVA&M	at	  	SMU  	L	0-7	 	 	d1     		2022-01-13T20:00Z		   	2:00 p.m	Dallas	[Styslinger / Altec Tennis Complex](/facilities/?id=20)			[Recap](/news/2022/1/13/mens-tennis-young-mustangs-impress-in-season-opening-doubleheader-sweep-versus-prairie-view.aspx)
PVA&M	  6229	2022-01-13	3:00pm 	M	  	SMU  	at	  	PVA&M	W	7-0	 	 	d1     		2022-01-13T20:00Z		   	2 p.m.	Dallas, TX				
  TTU	 18606	2022-01-13	4:00pm 	M	  	UTRGV	at	  	TTU  	L	0-7	 	 	d1     		2022-01-13T21:00Z		   	3 p.m.	Lubbock, TX	[McLeod Tennis Center](/facilities/?id=10)			[Recap](/news/2022/1/13/mens-tennis-cruises-to-opening-day-sweep-over-acu-utrgv.aspx)
  TCU	 17445	2022-01-14	7:00pm 	M	 1	FLA  	at	 5	TCU  	L	3-4	 	 	d1     		2022-01-15T00:00Z		   	6 PM	Fort Worth, TX				[Recap](/news/2022/1/15/mens-tennis-tcu-topples-no-1-florida.aspx)
  FLA	 24648	2022-01-14	7:00pm 	M	 1	FLA  	at	 5	TCU  	L	3-4	 	 	d1     		2022-01-15T00:00Z		   	7 PM	Fort Worth, TX				[Box Score](/sports/mens-tennis/stats/2021-22/-5-tcu/boxscore/24648) [Recap](/news/2022/1/14/mens-tennis-gators-fall-in-heartbreaker-against-no-5-tcu.aspx) [Box Score (PDF)](/documents/2022/1/14/TCU_4_UF_3.pdf)
  TEX	 14457	2022-01-14	1:00pm 	M	  	UTSA 	at	 3	TEX  	L	1-6	 	 	d1     		2022-01-14T18:00Z		CT 	12 p.m. CT	Austin, TX	Texas Tennis Center			[Recap](/news/2022/1/14/mens-tennis-no-3-mens-tennis-wins-season-opener-against-utsa-6-1.aspx) [Box Score (PDF)](/documents/2022/1/14/UTSA_Box_Score_011422.pdf)
 MSST	 14922	2022-01-14	11:00am	M	  	TNTC 	at	20	MSST 	R	   	 	 	d1     		2022-01-14T16:00Z		   	10 a.m.	Starkville				
 MSST	 16840	2022-01-14	3:00pm 	M	  	TNTC 	at	20	MSST 	P	   	 	 	d1     		2022-01-14T20:00Z		   	2 p.m.	Starkville				
LAMAR	 21175	2022-01-14	10:00am	M	  	BRY  	vs	  	LAMAR	L	1-6	N	 	d1     		2022-01-14T15:00Z		   	9 AM					[Box Score](/sports/mens-tennis/stats/2021-22/bryant-university/boxscore/21175) [Recap](/news/2022/1/14/mens-tennis-cardinals-split-doubleheader.aspx)
GWEBB	  7048	2022-01-14	1:00pm 	M	  	GWEBB	at	  	CHAR 	L	0-7	 	 	d1     		2022-01-14T18:00Z		   	1:00 PM	Charlotte, NC				[Box Score](/sports/mens-tennis/stats/2021-22/charlotte/boxscore/7048) [Recap](/news/2022/1/14/mens-tennis-gardner-webb-drops-season-opener-at-charlotte.aspx)
 CHAR	 16295	2022-01-14	1:00pm 	M	  	GWEBB	at	  	CHAR 	L	0-7	 	 	d1     		2022-01-14T18:00Z		   	1 PM	Charlotte. N.C.	Halton-Wagner Tennis Complex			[Box Score](/sports/mens-tennis/stats/2021-22/gardner-webb/boxscore/16295) [Recap](/news/2022/1/14/mens-tennis-niners-open-dual-play-with-dominant-7-0-win-over-gardner-webb.aspx) [PDF Box Score](https://charlotte49ers.com/documents/2022/1/14/CLT_7_GWU_0.pdf)
 PENN	 18225	2022-01-14	2:00pm 	M	  	BUFF 	at	  	PENN 	L	0-7	 	 	d1     		2022-01-14T19:00Z		   	2:00 PM		[Hecht Tennis Center](/facilities/?id=5)			[Recap](/news/2022/1/14/mens-tennis-sweeps-buffalo-in-spring-opener.aspx)
 BUFF	  5288	2022-01-14	2:00pm 	M	  	BUFF 	at	  	PENN 	L	0-7	 	 	d1     		2022-01-14T19:00Z		   	2:00 pm	Philadelphia, PA				[Recap](/news/2022/1/14/mens-tennis-bulls-drop-spring-opener-to-penn.aspx)
 CCAR	 21439	2022-01-14	2:00pm 	M	  	CCAR 	at	  	DUKE 	 	   	 	 	d1     		2022-01-14T19:00Z	2022 Spring Schedule	ET 	2 p.m. ET	Durham, NC				
 OKST	 13536	2022-01-14	2:00pm 	M	  	LAMAR	at	  	OKST 	L	1-6	 	 	d1     		2022-01-14T19:00Z		   	1 P.M.	Stillwater, OK	[Greenwood Tennis Center](https://okstate.com/sports/2015/3/17/GEN_2014010160.aspx)			[Recap](/news/2022/1/14/mens-tennis-head-coach-dustin-taylor.aspx) [Boxscore](/documents/2022/1/15/Lamar_boxscores_1_.pdf)
LAMAR	 21176	2022-01-14	2:00pm 	M	  	LAMAR	at	  	OKST 	L	1-6	 	 	d1     		2022-01-14T19:00Z		   	1 PM	Stillwater, OK				[Box Score](/sports/mens-tennis/stats/2021-22/oklahoma-state/boxscore/21176) [Recap](/news/2022/1/14/mens-tennis-cardinals-split-doubleheader.aspx)
  EWU	  4992	2022-01-14	2:30pm 	M	  	EWU  	at	  	MONT 	L	0-7	 	 	d1     		2022-01-14T19:30Z	2022 Spring Schedule	   	11:30 a.m.	Missoula, MT				[Recap](/news/2022/1/14/mens-tennis-mens-tennis-falls-to-montana-7-0-in-first-preseason-match.aspx)
 MONT	  5083	2022-01-14	2:30pm 	M	  	EWU  	at	  	MONT 	L	0-7	 	 	d1     		2022-01-14T19:30Z		   	12:30 PM	Missoula, MT	[PEAK Racquet Club](/facilities/?id=13)			[Box Score](/sports/mens-tennis/stats/2021-22/eastern-washington/boxscore/5083) [Recap](/news/2022/1/14/mens-tennis-griz-open-season-with-7-0-sweep-of-eagles.aspx) [Gallery](/galleries?gallery=3200)
 KENN	  9542	2022-01-14	3:00pm 	M	  	KENN 	at	  	WOF  	W	6-1	 	 	d1     		2022-01-14T20:00Z		   	3 PM	Spartanburg, SC				[Recap](/news/2022/1/14/mens-tennis-owls-soar-past-terriers-in-season-opener.aspx)
  WOF	  8673	2022-01-14	3:00pm 	M	  	KENN 	at	  	WOF  	W	6-1	 	 	d1     		2022-01-14T20:00Z		   	3:00 PM	Spartanburg, SC	[Reeves Tennis Center](/facilities/?id=5)			[Box Score](/sports/mens-tennis/stats/2021-22/kennesaw-state-university/boxscore/8673) [Recap](/news/2022/1/14/mens-tennis-mens-tennis-drops-season-opener-against-ksu.aspx)
  UNF	 18057	2022-01-14	3:00pm 	M	  	UNF  	at	  	FSU  	L	1-6	 	 	d1     		2022-01-14T20:00Z		   	3 p.m.	Tallahassee, FL				[Box Score](/sports/mens-tennis/stats/2021-22/florida-state/boxscore/18057) [Recap](/news/2022/1/14/mens-tennis-mens-tennis-battles-in-season-opener-at-florida-state.aspx) [Results (HTML)](https://static.unfospreys.com/custompages/2122/MTEN/unf1.htm)
 MTST	  6141	2022-01-14	4:00pm 	M	  	AFA  	at	  	MTST 	L	2-5	 	 	d1     		2022-01-14T21:00Z		   	2 pm	Bozeman, MT				[Box Score](/sports/mens-tennis/stats/2021-22/air-force/boxscore/6141)
  AFA	 14375	2022-01-14	4:00pm 	M	  	AFA  	at	  	MTST 	L	2-5	 	 	d1     		2022-01-14T21:00Z		MT 	2:00 pm MT	Bozeman, MT				[Box Score](/sports/mens-tennis/stats/2021-22/montana-state/boxscore/14375) [Recap](/news/2022/1/14/mens-tennis-air-force-mens-tennis-opens-with-5-2-setback-at-montana-state.aspx)
   VT	 24528	2022-01-14	4:00pm 	M	  	VT   	at	  	MSU  	L	3-4	 	 	d1     		2022-01-14T21:00Z		   	4 PM	East Lansing, MI				[Box Score](/sports/mens-tennis/stats/2021-22/michigan-state/boxscore/24528) [Recap](/news/2022/1/14/mens-tennis-tech-falls-4-3-to-michigan-state.aspx)
  MSU	 16278	2022-01-14	4:00pm 	M	  	VT   	at	  	MSU  	L	3-4	 	 	d1     		2022-01-14T21:00Z		   	4 PM	East Lansing, MI	[MSU Indoor Tennis Facility](https://msuspartans.com/sports/2018/7/20/facilities-indoor-courts-html.aspx)			[Box Score](/sports/mens-tennis/stats/2021-22/virginia-tech/boxscore/16278) [Recap](/news/2022/1/14/mens-tennis-defeats-virginia-tech-and-eastern-illinois-in-season-opener.aspx)
   NW	 19807	2022-01-14	4:30pm 	M	  	CHIC 	at	  	NW   	L	0-4	 	 	d1     		2022-01-14T21:30Z		CT 	3:30 p.m. CT	Evanston, IL	[Combe Tennis Center](/facilities/?id=2)	Studio N ($)		[Recap](/news/2022/1/14/mens-tennis-wildcats-sweep-chicago-state-in-doubleheader.aspx)
 FGCU	 10687	2022-01-14	5:00pm 	M	  	BING 	at	  	FGCU 	L	1-6	 	 	d1     		2022-01-14T22:00Z		   	5 PM	Fort Myers, FL	[FGCU Tennis Complex](/facilities/?id=6)			[Box Score](/sports/mens-tennis/stats/2021-22/binghamton/boxscore/10687) [Recap](/news/2022/1/14/mens-tennis-opens-spring-season-with-dominating-win-over-binghamton.aspx)
 BING	 13509	2022-01-14	5:00pm 	M	  	BING 	at	  	FGCU 	L	1-6	 	 	d1     		2022-01-14T22:00Z		   	5 p.m.	Fort Myers, FL				[Recap](/news/2022/1/14/mens-tennis-mens-tennis-drops-opener-in-florida.aspx)
  UIC	 16960	2022-01-14	5:00pm 	M	  	BUTL 	vs	  	UIC  	C	   	N	 	d1     		2022-01-14T22:00Z		   	4:00 p.m.	Kalamazoo, MI				
BOISE	 18763	2022-01-14	6:00pm 	M	  	BOISE	vs	  	PRST 	W	7-0	N	 	d1     		2022-01-14T23:00Z		MT 	4 p.m. MT	Eugene, OR				[Recap](/news/2022/1/14/mens-tennis-broncos-roll-past-portland-state-in-season-opener.aspx) [Box Score (PDF)](/documents/2022/1/17/MTN_BSU_vs_Portland_State_1_14_2022.pdf)
 OKST	 13537	2022-01-14	6:00pm 	M	  	BRY  	at	  	OKST 	L	0-7	 	 	d1     		2022-01-14T23:00Z		   	5 P.M.	Stillwater, OK	[Greenwood Tennis Center](https://okstate.com/sports/2015/3/17/GEN_2014010160.aspx)			[Recap](/news/2022/1/14/mens-tennis-head-coach-dustin-taylor.aspx)
  MSU	 16279	2022-01-14	8:00pm 	M	  	EIU  	at	  	MSU  	L	0-7	 	 	d1     		2022-01-15T01:00Z		   	8 PM	East Lansing, MI	[MSU Indoor Tennis Facility](https://msuspartans.com/sports/2018/7/20/facilities-indoor-courts-html.aspx)			[Box Score](/sports/mens-tennis/stats/2021-22/eastern-illinois/boxscore/16279) [Recap](/news/2022/1/14/mens-tennis-defeats-virginia-tech-and-eastern-illinois-in-season-opener.aspx)
  EIU	  8448	2022-01-14	8:00pm 	M	  	EIU  	at	  	MSU  	L	0-7	 	 	d1     		2022-01-15T01:00Z	Spring Schedule	   	7 pm	East Lansing, MI				[Box Score](/sports/mens-tennis/stats/2021-22/michigan-state/boxscore/8448) [Recap](/news/2022/1/14/mens-tennis-drops-season-opener-at-michigan-state.aspx)
   NW	 19843	2022-01-14	9:00pm 	M	  	CHIC 	at	  	NW   	L	0-4	 	 	d1     		2022-01-15T02:00Z		CT 	8 p.m. CT	Evanston, IL	[Combe Tennis Center](/facilities/?id=2)	Studio N ($)		[Recap](/news/2022/1/14/mens-tennis-wildcats-sweep-chicago-state-in-doubleheader.aspx)
  BAY	 27449	2022-01-15	1:00pm 	M	  	ULLAF	at	 2	BAY  	P	   	 	 	d1     		2022-01-15T18:00Z		   	12PM	Waco, TX	[Hawkins Indoor Tennis Center](/facilities/?id=1099)			
  BAY	 27450	2022-01-15	7:00pm 	M	  	ABCHR	at	 2	BAY  	P	   	 	 	d1     		2022-01-16T00:00Z		   	6PM	Waco, TX	[Hawkins Indoor Tennis Center](/facilities/?id=1099)			
 CCAR	 21430	2022-01-15	9:00am 	M	  	CCAR 	at	10	WAKE 	L	0-7	 	 	d1     		2022-01-15T14:00Z	2022 Spring Schedule	ET 	9 a.m. ET	Winston-Salem, NC				[Box Score](/sports/mens-tennis/stats/2021-22/wake-forest/boxscore/21430) [Recap](/news/2022/1/15/mens-tennis-mens-tennis-falls-in-spring-opener-at-no-10-wake-forest.aspx)
 WAKE	 12512	2022-01-15	10:00am	M	  	CCAR 	at	10	WAKE 	L	0-7	 	 	d1     		2022-01-15T15:00Z		   	10 A.M.	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			[Box Score](/sports/mens-tennis/stats/2021-22/coastal-carolina/boxscore/12512) [Recap](/news/2022/1/15/mens-tennis-deacs-enjoy-shutout-saturday.aspx) [PDF Box Score](/documents/2022/1/15/WF03.pdf)
 WAKE	 12514	2022-01-15	2:00pm 	M	  	ELON 	at	10	WAKE 	L	0-7	 	 	d1     		2022-01-15T19:00Z		   	2 P.M.	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			[Box Score](/sports/mens-tennis/stats/2021-22/elon/boxscore/12514) [Recap](/news/2022/1/15/mens-tennis-deacs-enjoy-shutout-saturday.aspx) [PDF Box Score](/documents/2022/1/15/WF04.pdf)
 ELON	  7524	2022-01-15	2:00pm 	M	  	ELON 	at	10	WAKE 	L	0-7	 	 	d1     		2022-01-15T19:00Z		   	2:00 p.m.	Winston-Salem, NC				[Box Score](/sports/mens-tennis/stats/2021-22/wake-forest/boxscore/7524) [Recap](/news/2022/1/15/mens-tennis-drops-season-opener-at-no-10-wake-forest.aspx)
  DAY	 13635	2022-01-15	9:30am 	M	  	DAY  	at	12	UK   	L	0-5	 	 	d1     		2022-01-15T14:30Z		   	9:30 AM	Lexington, KY	[Hilary J. Boone Varsity Tennis Complex](https://ukathletics.com/sports/2015/7/31/_131461810180006412.aspx?id=489)			[Box Score](/sports/mens-tennis/stats/2021-22/kentucky/boxscore/13635) [Recap](/news/2022/1/15/mens-tennis-drops-two-matches-in-opener-at-no-12-kentucky-saturday.aspx) [Box Score (PDF)](/documents/2022/1/15/Match_01.pdf)
   UK	  9368	2022-01-15	9:30am 	M	  	DAY  	at	12	UK   	L	0-5	 	 	d1     		2022-01-15T14:30Z		   	9:30 a.m.	Lexington, KY	[Hilary J. Boone Tennis Complex](/facilities/?id=129)			[Recap](/news/2022/1/15/mens-tennis-kentucky-starts-season-with-back-to-back-sweeps.aspx) [Results](/documents/2022/1/15/Match_01.pdf) [Gallery](/galleries?gallery=3310)
  DAY	 13636	2022-01-15	1:00pm 	M	  	DAY  	at	12	UK   	L	0-4	 	 	d1     		2022-01-15T18:00Z		   	1:00 PM	Lexington, KY	[Hilary J. Boone Varsity Tennis Complex](https://ukathletics.com/sports/2015/7/31/_131461810180006412.aspx?id=489)			[Box Score](/sports/mens-tennis/stats/2021-22/kentucky/boxscore/13636) [Recap](/news/2022/1/15/mens-tennis-drops-two-matches-in-opener-at-no-12-kentucky-saturday.aspx) [Box Score (PDF)](/documents/2022/1/15/Match_02.pdf)
   UK	  9369	2022-01-15	1:00pm 	M	  	DAY  	at	12	UK   	L	0-4	 	 	d1     		2022-01-15T18:00Z		   	1 p.m.	Lexington, KY	[Hilary J. Boone Tennis Complex](/facilities/?id=129)			[Recap](/news/2022/1/15/mens-tennis-kentucky-starts-season-with-back-to-back-sweeps.aspx) [Results](/documents/2022/1/15/Match_02.pdf)
 OKLA	 11949	2022-01-15	2:00pm 	M	  	IWORD	at	24	OKLA 	L	0-7	 	 	d1     		2022-01-15T19:00Z		   	1 p.m.	Norman, OK				[Recap](/news/2022/1/15/mens-tennis-mtn.aspx)
IWORD	  5741	2022-01-15	2:00pm 	M	  	IWORD	at	24	OKLA 	L	0-7	 	 	d1     		2022-01-15T19:00Z		   	1 p.m.	Norman, OK				[Box Score](/sports/mens-tennis/stats/2021-22/university-of-oklahoma/boxscore/5741) [Box Score (PDF)](/documents/2022/1/15/OU_7_UIW_0.pdf)
 OKLA	 11950	2022-01-15	6:00pm 	M	  	BRY  	at	24	OKLA 	L	0-7	 	 	d1     		2022-01-15T23:00Z		   	5 p.m.	Norman, OK				[Recap](/news/2022/1/15/mens-tennis-mtn.aspx) [Gallery](/galleries?gallery=1480)
ABCHR	  8391	2022-01-15	       	M	  	ABCHR	vs	  	ULLAF	L	1-6	N	 	d1     		                 		   		Waco, TX				[Box Score](/sports/mens-tennis/stats/2021-22/louisiana/boxscore/8391) [Recap](/news/2022/1/14/mens-tennis-deli-shines-as-cats-wrap-up-first-weekend.aspx)
  DEP	  5188	2022-01-15	9:00am 	M	  	DEP  	at	  	ARMY 	W	6-1	 	 	d1     		2022-01-15T14:00Z	Arthur Ashe Invite	CT 	8:00 A.M. CT	West Point, NY				[Recap](/news/2022/1/15/mens-tennis-defending-big-east-champion-depaul-marches-past-army-6-1.aspx) [Box Score (PDF)](/documents/2022/1/15/MTen_Box_011522A.pdf)
